id;original_name;genus;species;species_auth;infrasp1_rank;infrasp1;infrasp1_auth;infrasp2_rank;infrasp2;infrasp2_auth
14872;Cirsium vallis-demonii Lojac. subsp. calabrum (Fiori) Del Guacchio, Bernardo, P.Caputo, Domina & Iamonico;Cirsium;vallisdemonii;Lojac.;subsp;calabrum;(Fiori) Del Guacchio, Bernardo, P. Caputo, Domina & Iamonico;;;
14873;Cirsium vallis-demonii Lojac. subsp. vallis-demonii;Cirsium;vallisdemonii;Lojac.;subsp;vallisdemonii;;;;
14874;Cirsium vulgare (Savi) Ten. subsp. crinitum (DC.) Arènes;Cirsium;vulgare;(Savi) Ten.;subsp;crinitum;(DC. ) Arenes;;;
14875;Cirsium vulgare (Savi) Ten. subsp. silvaticum (Tausch) Arènes;Cirsium;vulgare;(Savi) Ten.;subsp;silvaticum;(Tausch) Arenes;;;
14876;Cirsium vulgare (Savi) Ten. var. longespinosum Rouy;Cirsium;vulgare;(Savi) Ten.;var;longespinosum;Rouy;;;
14877;Cirsium willkommianum Porta & Rigo ex Willk.;Cirsium;willkommianum;Porta & Rigo ex Willk.;;;;;;
14878;Cissus hederacea Pers., nom. illeg.;Cissus;hederacea;Pers. , nom. illeg.;;;;;;
14879;Cissus labrusca (L.) Kuntze;Cissus;labrusca;(L. ) Kuntze;;;;;;
14880;Cissus quinquefolia (L.) Borkh.;Cissus;quinquefolia;(L. ) Borkh.;;;;;;
14881;Cissus thunbergii Siebold & Zucc., non Eckl. & Zeyh., nom. illeg.;Cissus;thunbergii;Siebold & Zucc. , non Eckl. & Zeyh. , nom. illeg.;;;;;;
14882;Cissus veitchii Carrière;Cissus;veitchii;Carriere;;;;;;
14883;Cistus acuminatus Viv.;Cistus;acuminatus;Viv.;;;;;;
14884;Cistus aegyptiacus L.;Cistus;aegyptiacus;L.;;;;;;
14885;Cistus alpestris Jacq.;Cistus;alpestris;Jacq.;;;;;;
14886;Cistus apenninus L.;Cistus;apenninus;L.;;;;;;
14887;Cistus arabicus L.;Cistus;arabicus;L.;;;;;;
14888;Cistus corsicus Loisel.;Cistus;corsicus;Loisel.;;;;;;
14889;Cistus creticus L. subsp. creticus × Cistus ladanifer L. subsp. ladanifer;;;;;;;;;
14890;Cistus croceus Desf.;Cistus;croceus;Desf.;;;;;;
14891;Cistus eriocephalus Viv.;Cistus;eriocephalus;Viv.;;;;;;
14892;Cistus fumana L.;Cistus;fumana;L.;;;;;;
14893;Cistus grandiflorus Scop.;Cistus;grandiflorus;Scop.;;;;;;
14894;Cistus guttatus L.;Cistus;guttatus;L.;;;;;;
14895;Cistus halimifolius L.;Cistus;halimifolius;L.;;;;;;
14896;Cistus incanus L.;Cistus;incanus;L.;;;;;;
14897;Cistus incanus L. subsp. corsicus (Loisel.) Heywood;Cistus;incanus;L.;subsp;corsicus;(Loisel. ) Heywood;;;
14898;Cistus incanus L. subsp. creticus (L.) Heywood;Cistus;incanus;L.;subsp;creticus;(L. ) Heywood;;;
14899;Cistus italicus L.;Cistus;italicus;L.;;;;;;
14900;Cistus laevis Cav.;Cistus;laevis;Cav.;;;;;;
14901;Cistus ledifolius L.;Cistus;ledifolius;L.;;;;;;
14902;Cistus lippii L.;Cistus;lippii;L.;;;;;;
14903;Cistus lunulatus All.;Cistus;lunulatus;All.;;;;;;
14904;Cistus nummularius L.;Cistus;nummularius;L.;;;;;;
14905;Cistus oelandicus L.;Cistus;oelandicus;L.;;;;;;
14906;Cistus salicifolius L.;Cistus;salicifolius;L.;;;;;;
14907;Cistus sanguineus Lag.;Cistus;sanguineus;Lag.;;;;;;
14908;Cistus sessiliflorus Desf.;Cistus;sessiliflorus;Desf.;;;;;;
14909;Cistus thymifolius L.;Cistus;thymifolius;L.;;;;;;
14910;Cistus tomentosus Scop.;Cistus;tomentosus;Scop.;;;;;;
14911;Cistus violaceus Cav.;Cistus;violaceus;Cav.;;;;;;
14912;Citrullus battich Forssk., nom. rej.;Citrullus;battich;Forssk. , nom. rej.;;;;;;
14913;Citrullus citrullus (L.) H.Karst., nom. illeg.;Citrullus;citrullus;(L. ) H. Karst. , nom. illeg.;;;;;;
14914;Citrullus citrullus (L.) Small, nom. illeg., isonym;Citrullus;citrullus;(L. ) Small, nom. illeg. , isonym;;;;;;
14915;Citrullus colocynthis (L.) Schrad. var. lanatus (Thunb.) Matsum. & Nakai;Citrullus;colocynthis;(L. ) Schrad.;var;lanatus;(Thunb. ) Matsum. & Nakai;;;
14916;Citrullus edulis Pangalo, nom. illeg., isonym;Citrullus;edulis;Pangalo, nom. illeg. , isonym;;;;;;
14917;Citrullus edulis Spach, nom. illeg.;Citrullus;edulis;Spach, nom. illeg.;;;;;;
14918;Citrullus lanatus (Thunb.) Mansf., isonym;Citrullus;lanatus;(Thunb. ) Mansf. , isonym;;;;;;
14919;Citrullus lanatus (Thunb.) Matsum. & Nakai subsp. vulgaris (Schrad.) Fursa;Citrullus;lanatus;(Thunb. ) Matsum. & Nakai;subsp;vulgaris;(Schrad. ) Fursa;;;
14920;Citrullus lanatus (Thunb.) Matsum. & Nakai var. vulgaris (Schrad.) Fursa;Citrullus;lanatus;(Thunb. ) Matsum. & Nakai;var;vulgaris;(Schrad. ) Fursa;;;
14921;Citrullus melo (L.) Ozenda;Citrullus;melo;(L. ) Ozenda;;;;;;
14922;Citrullus vulgaris (L.) Schrad. var. lanatus (Thunb.) L.H.Bailey;Citrullus;vulgaris;(L. ) Schrad.;var;lanatus;(Thunb. ) L. H. Bailey;;;
14923;Citrullus vulgaris Schrad.;Citrullus;vulgaris;Schrad.;;;;;;
14924;Citrus ×aurantium L. × Citrus medica L. ;;;;;;;;;
14925;Citrus ×aurantium L. var. sinensis L.;Citrus;×aurantium;L.;var;sinensis;L.;;;
14926;Citrus ×sinensis (L.) Osbeck;Citrus;×sinensis;(L. ) Osbeck;;;;;;
14927;Citrus maxima (Burnm.) Merr. × Citrus reticulata Blanco;;;;;;;;;
14928;Citrus medica L. var. limon L.;Citrus;medica;L.;var;limon;L.;;;
14929;Citrus triptera Desf.;Citrus;triptera;Desf.;;;;;;
14930;Claytonia paniculata (Jacq.) Kuntze;Claytonia;paniculata;(Jacq. ) Kuntze;;;;;;
14931;Claytonia patens Kuntze, nom. illeg.;Claytonia;patens;Kuntze, nom. illeg.;;;;;;
14932;Cleiemera cuspidata Raf.;Cleiemera;cuspidata;Raf.;;;;;;
14933;Cleiemera hederacea (Jacq.) Raf.;Cleiemera;hederacea;(Jacq. ) Raf.;;;;;;
14934;Cleiemera hirsuta Raf.;Cleiemera;hirsuta;Raf.;;;;;;
14935;Cleistocactus nivosus Borg;Cleistocactus;nivosus;Borg;;;;;;
14936;Clematis calabrica Grey-Wilson, nom. inval.;Clematis;calabrica;GreyWilson, nom. inval.;;;;;;
14937;Clematis campaniflora auct. Fl. Ital.;Clematis;campaniflora;auct. Fl. Ital.;;;;;;
14938;Clematis graveolens auct., non Lindl.;Clematis;graveolens;auct. , non Lindl.;;;;;;
14939;Clematis orientalis auct., non L.;Clematis;orientalis;auct. , non L.;;;;;;
14940;Clematis orientalis L. subsp. graveolens (Lindl.) Kuntze;Clematis;orientalis;L.;subsp;graveolens;(Lindl. ) Kuntze;;;
14941;Clematis orientalis L. subsp. graveolens auct., non (Lindl.) Kuntze;Clematis;orientalis;L.;subsp;graveolens;auct. , non (Lindl. ) Kuntze;;;
14942;Clematis orientalis L. var. tangutica Maxim.;Clematis;orientalis;L.;var;tangutica;Maxim.;;;
14943;Clematis scandens Huter, Porta & Rigo, nom. nud.;Clematis;scandens;Huter, Porta & Rigo, nom. nud.;;;;;;
14944;Clematis tibetana Kuntze subsp. tangutica (Maxim.) W.A.Brandenburg;Clematis;tibetana;Kuntze;subsp;tangutica;(Maxim. ) W. A. Brandenburg;;;
14945;Clematis viticella L. f. scandens (Arcang.) Fiori;Clematis;viticella;L.;form;scandens;(Arcang. ) Fiori;;;
14946;Clematis viticella L. subsp. scandens Arcang.;Clematis;viticella;L.;subsp;scandens;Arcang.;;;
14947;Clematis viticella L. var. scandens (Arcang.) Kuntze;Clematis;viticella;L.;var;scandens;(Arcang. ) Kuntze;;;
14948;Cleome erucago Mill.;Cleome;erucago;Mill.;;;;;;
14949;Cleome hassleriana Chodat;Cleome;hassleriana;Chodat;;;;;;
14950;Cleome heptaphylla L.;Cleome;heptaphylla;L.;;;;;;
14951;Cleome houtteana Schltdl.;Cleome;houtteana;Schltdl.;;;;;;
14952;Cleome pubescens Sims;Cleome;pubescens;Sims;;;;;;
14953;Cleome pungens Willd.;Cleome;pungens;Willd.;;;;;;
14954;Cleome pungens Willd. var. swartziana Griseb.;Cleome;pungens;Willd.;var;swartziana;Griseb.;;;
14955;Cleome spinosa Jacq.;Cleome;spinosa;Jacq.;;;;;;
14956;Cleome tonduzii Briq.;Cleome;tonduzii;Briq.;;;;;;
14957;Cleome trachysperma (Torr. & A.Gray) Pax & Hoffm.;Cleome;trachysperma;(Torr. & A. Gray) Pax & Hoffm.;;;;;;
14958;Clerodendrum foetidum Bunge, non D.Don, nom. illeg.;Clerodendrum;foetidum;Bunge, non D. Don, nom. illeg.;;;;;;
14959;Clinopodium acinos (L.) Kuntze;Clinopodium;acinos;(L. ) Kuntze;;;;;;
14960;Clinopodium acinos (L.) Kuntze subsp. villosum (Pers.) Peruzzi & F.Conti;Clinopodium;acinos;(L. ) Kuntze;subsp;villosum;(Pers. ) Peruzzi & F. Conti;;;
14961;Clinopodium alpinum (L.) Kuntze subsp. meridionale (Nyman) Govaerts;Clinopodium;alpinum;(L. ) Kuntze;subsp;meridionale;(Nyman) Govaerts;;;
14962;Clinopodium alpinum (L.) Kuntze subsp. nebrodense (A.Kern. & Strobl) Bartolucci & F.Conti;Clinopodium;alpinum;(L. ) Kuntze;subsp;nebrodense;(A. Kern. & Strobl) Bartolucci & F. Conti;;;
14963;Clinopodium alpinum (L.) Kuntze subsp. sardoum (Asch. & Levier) Govaerts ;Clinopodium;alpinum;(L. ) Kuntze;subsp;sardoum;(Asch. & Levier) Govaerts;;;
14964;Clinopodium ascendens (Jord.) Samp.;Clinopodium;ascendens;(Jord. ) Samp.;;;;;;
14965;Clinopodium calamintha (L.) Kuntze, nom. illeg.;Clinopodium;calamintha;(L. ) Kuntze, nom. illeg.;;;;;;
14966;Clinopodium graveolens (M.Bieb.) Kuntze;Clinopodium;graveolens;(M. Bieb. ) Kuntze;;;;;;
14967;Clinopodium hortense (L.) Kuntze;Clinopodium;hortense;(L. ) Kuntze;;;;;;
14968;Clinopodium minae (Lojac.) Peruzzi & F.Conti;Clinopodium;minae;(Lojac. ) Peruzzi & F. Conti;;;;;;
14969;Clinopodium nepeta (L.) Kuntze subsp. ascendens (Jord.) B.Bock;Clinopodium;nepeta;(L. ) Kuntze;subsp;ascendens;(Jord. ) B. Bock;;;
14970;Clinopodium nepeta (L.) Kuntze subsp. sylvaticum (Bromf.) Peruzzi & F.Conti;Clinopodium;nepeta;(L. ) Kuntze;subsp;sylvaticum;(Bromf. ) Peruzzi & F. Conti;;;
14971;Clinopodium officinale (Moench) Gutermann;Clinopodium;officinale;(Moench) Gutermann;;;;;;
14972;Clinopodium raimondoi Spadaro, Faqi & Mazzola;Clinopodium;raimondoi;Spadaro, Faqi & Mazzola;;;;;;
14973;Clinopodium rotundifolium auct.;Clinopodium;rotundifolium;auct.;;;;;;
14974;Clinopodium sardoum (Asch. & Levier) Peruzzi & F.Conti;Clinopodium;sardoum;(Asch. & Levier) Peruzzi & F. Conti;;;;;;
14975;Clinopodium serpyllifolium (M.Bieb.) Kuntze subsp. fruticosum auct. Fl. Ital. p.p.;Clinopodium;serpyllifolium;(M. Bieb. ) Kuntze;subsp;fruticosum;auct. Fl. Ital. p. p.;;;
14976;Clinopodium spruneri (Boiss.) Melnikov;Clinopodium;spruneri;(Boiss. ) Melnikov;;;;;;
14977;Clinopodium suaveolens (Sm.) Kuntze;Clinopodium;suaveolens;(Sm. ) Kuntze;;;;;;
14978;Clinopodium tenuifolium (Ten.) Kuntze;Clinopodium;tenuifolium;(Ten. ) Kuntze;;;;;;
14979;Clinopodium thymifolium auct. Fl. Ital.;Clinopodium;thymifolium;auct. Fl. Ital.;;;;;;
14980;Clinopodium vulgare L. subsp. orientale Bothmer;Clinopodium;vulgare;L.;subsp;orientale;Bothmer;;;
14981;Clompanus discolor (F.Muell.) Kuntze;Clompanus;discolor;(F. Muell. ) Kuntze;;;;;;
14982;Clypeola alyssoides L.;Clypeola;alyssoides;L.;;;;;;
14983;Clypeola jonthlaspi L. subsp. microcarpa (Moris) Arcang.;Clypeola;jonthlaspi;L.;subsp;microcarpa;(Moris) Arcang.;;;
14984;Clypeola maritima L.;Clypeola;maritima;L.;;;;;;
14985;Clypeola microcarpa Moris;Clypeola;microcarpa;Moris;;;;;;
14986;Cnicus acarna (L.) L.;Cnicus;acarna;(L. ) L.;;;;;;
14987;Cnicus acaulos (L.) Willd.;Cnicus;acaulos;(L. ) Willd.;;;;;;
14988;Cnicus alsophilus Pollini;Cnicus;alsophilus;Pollini;;;;;;
14989;Cnicus arvensis (L.) G.Gaertn., B.Mey. & Scherb.;Cnicus;arvensis;(L. ) G. Gaertn. , B. Mey. & Scherb.;;;;;;
14990;Cnicus benedictus L.;Cnicus;benedictus;L.;;;;;;
14991;Cnicus bertolonii (Spreng.) Bertol.;Cnicus;bertolonii;(Spreng. ) Bertol.;;;;;;
14992;Cnicus canus (L.) Roth;Cnicus;canus;(L. ) Roth;;;;;;
14993;Cnicus carniolicus (Scop.) Willd.;Cnicus;carniolicus;(Scop. ) Willd.;;;;;;
14994;Cnicus casabonae (L.) Roth;Cnicus;casabonae;(L. ) Roth;;;;;;
14995;Cnicus dentatus Forssk.;Cnicus;dentatus;Forssk.;;;;;;
14996;Cnicus echinatus (Desf.) Willd.;Cnicus;echinatus;(Desf. ) Willd.;;;;;;
14997;Cnicus eriophorus (L.) Roth;Cnicus;eriophorus;(L. ) Roth;;;;;;
14998;Cnicus eriophorus (L.) Roth subsp. spathulatus (Moretti) Arcang.;Cnicus;eriophorus;(L. ) Roth;subsp;spathulatus;(Moretti) Arcang.;;;
14999;Cnicus erisithales Jacq.;Cnicus;erisithales;Jacq.;;;;;;
15000;Cnicus ferox L.;Cnicus;ferox;L.;;;;;;
15001;Cnicus giganteus Willd., nom. illeg.;Cnicus;giganteus;Willd. , nom. illeg.;;;;;;
15002;Cnicus gnaphaloides (Cirillo) Bertol.;Cnicus;gnaphaloides;(Cirillo) Bertol.;;;;;;
15003;Cnicus heterophyllus (L.) Retz.;Cnicus;heterophyllus;(L. ) Retz.;;;;;;
15004;Cnicus horridus Bertol.;Cnicus;horridus;Bertol.;;;;;;
15005;Cnicus italicus (DC.) Sebast. & Mauri;Cnicus;italicus;(DC. ) Sebast. & Mauri;;;;;;
15006;Cnicus lanceolatum (L.) Willd. subsp. rosanoi (Ten.) Arcang.;Cnicus;lanceolatum;(L. ) Willd.;subsp;rosanoi;(Ten. ) Arcang.;;;
15007;Cnicus lanceolatus (L.) Willd.;Cnicus;lanceolatus;(L. ) Willd.;;;;;;
15008;Cnicus microcephalus (Moris) Bertol.;Cnicus;microcephalus;(Moris) Bertol.;;;;;;
15009;Cnicus monspessulanus (L.) Roth;Cnicus;monspessulanus;(L. ) Roth;;;;;;
15010;Cnicus niveus C.Presl;Cnicus;niveus;C. Presl;;;;;;
15011;Cnicus oleraceus L.;Cnicus;oleraceus;L.;;;;;;
15012;Cnicus palustris (L.) Willd.;Cnicus;palustris;(L. ) Willd.;;;;;;
15013;Cnicus pannonicus (L.f.) Vest;Cnicus;pannonicus;(L. f. ) Vest;;;;;;
15014;Cnicus rivularis (Jacq.) Willd.;Cnicus;rivularis;(Jacq. ) Willd.;;;;;;
15015;Cnicus samniticus Ten.;Cnicus;samniticus;Ten.;;;;;;
15016;Cnicus siculus (DC.) Guss.;Cnicus;siculus;(DC. ) Guss.;;;;;;
15017;Cnicus siculus Spreng.;Cnicus;siculus;Spreng.;;;;;;
15018;Cnicus spathulatus Moretti;Cnicus;spathulatus;Moretti;;;;;;
15019;Cnicus spinosissimus L.;Cnicus;spinosissimus;L.;;;;;;
15020;Cnicus stellatus (L.) Roth;Cnicus;stellatus;(L. ) Roth;;;;;;
15021;Cnicus strictus Ten.;Cnicus;strictus;Ten.;;;;;;
15022;Cnicus syriacus (L.) Roth;Cnicus;syriacus;(L. ) Roth;;;;;;
15023;Cnicus tuberosus (L.) Roth;Cnicus;tuberosus;(L. ) Roth;;;;;;
15024;Cnidium apioides (Lam.) Spreng.;Cnidium;apioides;(Lam. ) Spreng.;;;;;;
15025;Cnidium silaifolium (Jacq.) Simonk.;Cnidium;silaifolium;(Jacq. ) Simonk.;;;;;;
15026;Cnidium tenuifolium Moench;Cnidium;tenuifolium;Moench;;;;;;
15027;Cobresia bipartita (All.) Dalla Torre;Cobresia;bipartita;(All. ) Dalla Torre;;;;;;
15028;Coccoloba dioica Steud.;Coccoloba;dioica;Steud.;;;;;;
15029;Coccoloba sagittata Poir.;Coccoloba;sagittata;Poir.;;;;;;
15030;Coccoloba sagittifolia Ortega;Coccoloba;sagittifolia;Ortega;;;;;;
15031;Cochlearia acaulis Desf.;Cochlearia;acaulis;Desf.;;;;;;
15032;Cochlearia armoracia L.;Cochlearia;armoracia;L.;;;;;;
15033;Cochlearia austriaca (Crantz) Ledeb.;Cochlearia;austriaca;(Crantz) Ledeb.;;;;;;
15034;Cochlearia glastifolia L.;Cochlearia;glastifolia;L.;;;;;;
15035;Cochlearia maritima (L.) Crantz;Cochlearia;maritima;(L. ) Crantz;;;;;;
15036;Cochlearia rusticana Lam., nom. illeg.;Cochlearia;rusticana;Lam. , nom. illeg.;;;;;;
15037;Cochlearia saxatilis L.;Cochlearia;saxatilis;L.;;;;;;
15038;Cochranea anchusifolia (Poir.) Gürke;Cochranea;anchusifolia;(Poir. ) Gurke;;;;;;
15039;Cocos romanzoffiana Cham.;Cocos;romanzoffiana;Cham.;;;;;;
15040;Coeloglossum diphyllum (Link) Fiori & Paol.;Coeloglossum;diphyllum;(Link) Fiori & Paol.;;;;;;
15041;Coincya cheiranthos (Vill.) Greuter & Burdet;Coincya;cheiranthos;(Vill. ) Greuter & Burdet;;;;;;
15042;Coincya cheiranthos Greuter & Burdet subsp. montana (DC.) Greuter & Burdet;Coincya;cheiranthos;Greuter & Burdet;subsp;montana;(DC. ) Greuter & Burdet;;;
15043;Coincya cheiranthos Greuter & Burdet subsp. rectangularis (Viv.) Greuter & Burdet;Coincya;cheiranthos;Greuter & Burdet;subsp;rectangularis;(Viv. ) Greuter & Burdet;;;
15044;Coincya monensis (L.) Greuter & Burdet subsp. recurvata (All.) Leadlay;Coincya;monensis;(L. ) Greuter & Burdet;subsp;recurvata;(All. ) Leadlay;;;
15045;Colchicum actupii Fridl.;Colchicum;actupii;Fridl.;;;;;;
15046;Colchicum alpinum DC. subsp. parvulum (Ten.) Nyman;Colchicum;alpinum;DC.;subsp;parvulum;(Ten. ) Nyman;;;
15047;Colchicum autumnale L. var. neapolitanum Ten.;Colchicum;autumnale;L.;var;neapolitanum;Ten.;;;
15048;Colchicum autumnale L. var. tenorei (Parl.) Fiori;Colchicum;autumnale;L.;var;tenorei;(Parl. ) Fiori;;;
15049;Colchicum autumnale L. var. todaroi (Parl.) Fiori;Colchicum;autumnale;L.;var;todaroi;(Parl. ) Fiori;;;
15050;Colchicum byzantinum Ker Gawl. var. cilicicum Boiss.;Colchicum;byzantinum;Ker Gawl.;var;cilicicum;Boiss.;;;
15051;Colchicum corsicum auct.;Colchicum;corsicum;auct.;;;;;;
15052;Colchicum gracile K.Perss.;Colchicum;gracile;K. Perss.;;;;;;
15053;Colchicum kochii Parl.;Colchicum;kochii;Parl.;;;;;;
15054;Colchicum multiflorum auct. Fl. Ital.;Colchicum;multiflorum;auct. Fl. Ital.;;;;;;
15055;Colchicum multiflorum Brot. subsp. aetnense (Tineo) Fridl.;Colchicum;multiflorum;Brot.;subsp;aetnense;(Tineo) Fridl.;;;
15056;Colchicum parvulum Ten.;Colchicum;parvulum;Ten.;;;;;;
15057;Colchicum tenorei Parl.;Colchicum;tenorei;Parl.;;;;;;
15058;Colchicum todaroi Parl.;Colchicum;todaroi;Parl.;;;;;;
15059;Colchicum versicolor Ker Gawl.;Colchicum;versicolor;Ker Gawl.;;;;;;
15060;Coleostephus clausonis Pomel;Coleostephus;clausonis;Pomel;;;;;;
15061;Coleostephus myconis (L.) Cass. ex Rchb.f. subsp. discolor (Guss.) Arrigoni;Coleostephus;myconis;(L. ) Cass. ex Rchb. f.;subsp;discolor;(Guss. ) Arrigoni;;;
15062;Coleus ×eureka hort., nom. nud.;Coleus;×eureka;hort. , nom. nud.;;;;;;
15063;Coleus acuminatus Benth.;Coleus;acuminatus;Benth.;;;;;;
15064;Coleus atropurpureus Benth.;Coleus;atropurpureus;Benth.;;;;;;
15065;Coleus atropurpureus Benth. var. densiflorus Benth.;Coleus;atropurpureus;Benth.;var;densiflorus;Benth.;;;
15066;Coleus atropurpureus Benth. var. javanicus Benth.;Coleus;atropurpureus;Benth.;var;javanicus;Benth.;;;
15067;Coleus atropurpureus Benth. var. ramosus Benth.;Coleus;atropurpureus;Benth.;var;ramosus;Benth.;;;
15068;Coleus batemannii T.Moore;Coleus;batemannii;T. Moore;;;;;;
15069;Coleus bausei T.Moore;Coleus;bausei;T. Moore;;;;;;
15070;Coleus berkeleyi T.Moore;Coleus;berkeleyi;T. Moore;;;;;;
15071;Coleus blancoi Benth.;Coleus;blancoi;Benth.;;;;;;
15072;Coleus blumei Benth.;Coleus;blumei;Benth.;;;;;;
15073;Coleus blumei Benth. var. marshallii (T.Moore) Rothsch.;Coleus;blumei;Benth.;var;marshallii;(T. Moore) Rothsch.;;;
15074;Coleus blumei Benth. var. murrayi (T.Moore) Rothsch.;Coleus;blumei;Benth.;var;murrayi;(T. Moore) Rothsch.;;;
15075;Coleus blumei Benth. var. pectinatus C.Morren;Coleus;blumei;Benth.;var;pectinatus;C. Morren;;;
15076;Coleus blumei Benth. var. telfordii (McPhail ex H.Laurentius) Rothsch.;Coleus;blumei;Benth.;var;telfordii;(McPhail ex H. Laurentius) Rothsch.;;;
15077;Coleus clarkii T.Moore;Coleus;clarkii;T. Moore;;;;;;
15078;Coleus crispipilus (Merr.) Merr.;Coleus;crispipilus;(Merr. ) Merr.;;;;;;
15079;Coleus dixii T.Moore;Coleus;dixii;T. Moore;;;;;;
15080;Coleus formosanus Hayata;Coleus;formosanus;Hayata;;;;;;
15081;Coleus gaudichaudii Briq.;Coleus;gaudichaudii;Briq.;;;;;;
15082;Coleus gibbsiae S.Moore;Coleus;gibbsiae;S. Moore;;;;;;
15083;Coleus gibsonii Verl.;Coleus;gibsonii;Verl.;;;;;;
15084;Coleus grandifolius Benth.;Coleus;grandifolius;Benth.;;;;;;
15085;Coleus grandifolius Blanco, non Benth., nom. illeg.;Coleus;grandifolius;Blanco, non Benth. , nom. illeg.;;;;;;
15086;Coleus hendersonii Regel;Coleus;hendersonii;Regel;;;;;;
15087;Coleus hybridus Cobeau;Coleus;hybridus;Cobeau;;;;;;
15088;Coleus igolotorum Briq.;Coleus;igolotorum;Briq.;;;;;;
15089;Coleus ingratus (Blume) Benth.;Coleus;ingratus;(Blume) Benth.;;;;;;
15090;Coleus integrifolius Elmer;Coleus;integrifolius;Elmer;;;;;;
15091;Coleus laciniatus (Blume) Benth.;Coleus;laciniatus;(Blume) Benth.;;;;;;
15092;Coleus macranthus Merr. var. crispipilus Merr.;Coleus;macranthus;Merr.;var;crispipilus;Merr.;;;
15093;Coleus marmoratus W.Bull;Coleus;marmoratus;W. Bull;;;;;;
15094;Coleus marshallii T.Moore;Coleus;marshallii;T. Moore;;;;;;
15095;Coleus multicolor J.H.Veitch ex Kellock;Coleus;multicolor;J. H. Veitch ex Kellock;;;;;;
15096;Coleus multiflorus Benth.;Coleus;multiflorus;Benth.;;;;;;
15097;Coleus murrayi T.Moore;Coleus;murrayi;T. Moore;;;;;;
15098;Coleus pubescens Merr.;Coleus;pubescens;Merr.;;;;;;
15099;Coleus pumilus Blanco;Coleus;pumilus;Blanco;;;;;;
15100;Coleus rehneltianus A.Berger;Coleus;rehneltianus;A. Berger;;;;;;
15101;Coleus reveesii T.Moore;Coleus;reveesii;T. Moore;;;;;;
15102;Coleus ruckeri T.Moore;Coleus;ruckeri;T. Moore;;;;;;
15103;Coleus saundersii T.Moore;Coleus;saundersii;T. Moore;;;;;;
15104;Coleus savannicola K.Schum.;Coleus;savannicola;K. Schum.;;;;;;
15105;Coleus scottii T.Moore;Coleus;scottii;T. Moore;;;;;;
15106;Coleus scutellarioides (L.) Benth.;Coleus;scutellarioides;(L. ) Benth.;;;;;;
15107;Coleus scutellarioides (L.) Benth. var. angustifolius Benth.;Coleus;scutellarioides;(L. ) Benth.;var;angustifolius;Benth.;;;
15108;Coleus scutellarioides (L.) Benth. var. blumei (Benth.) Miq.;Coleus;scutellarioides;(L. ) Benth.;var;blumei;(Benth. ) Miq.;;;
15109;Coleus scutellarioides (L.) Benth. var. celebicus Miq.;Coleus;scutellarioides;(L. ) Benth.;var;celebicus;Miq.;;;
15110;Coleus scutellarioides (L.) Benth. var. crispipilus (Merr.) H.Keng;Coleus;scutellarioides;(L. ) Benth.;var;crispipilus;(Merr. ) H. Keng;;;
15111;Coleus scutellarioides (L.) Benth. var. gibbsiae (S.Moore) Keng;Coleus;scutellarioides;(L. ) Benth.;var;gibbsiae;(S. Moore) Keng;;;
15112;Coleus scutellarioides (L.) Benth. var. gracilis Miq.;Coleus;scutellarioides;(L. ) Benth.;var;gracilis;Miq.;;;
15113;Coleus scutellarioides (L.) Benth. var. grandifolius (Benth.) Keng;Coleus;scutellarioides;(L. ) Benth.;var;grandifolius;(Benth. ) Keng;;;
15114;Coleus scutellarioides (L.) Benth. var. ingratus (Blume) Miq.;Coleus;scutellarioides;(L. ) Benth.;var;ingratus;(Blume) Miq.;;;
15115;Coleus scutellarioides (L.) Benth. var. integrifolius (Elmer) Keng;Coleus;scutellarioides;(L. ) Benth.;var;integrifolius;(Elmer) Keng;;;
15116;Coleus scutellarioides (L.) Benth. var. laciniatus (Blume) Miq.;Coleus;scutellarioides;(L. ) Benth.;var;laciniatus;(Blume) Miq.;;;
15117;Coleus scutellarioides (L.) Benth. var. laxus Benth.;Coleus;scutellarioides;(L. ) Benth.;var;laxus;Benth.;;;
15118;Coleus scutellarioides (L.) Benth. var. limnophilus Benth.;Coleus;scutellarioides;(L. ) Benth.;var;limnophilus;Benth.;;;
15119;Coleus secundiflorus Benth.;Coleus;secundiflorus;Benth.;;;;;;
15120;Coleus telfordii McPhail ex H.Laurentius;Coleus;telfordii;McPhail ex H. Laurentius;;;;;;
15121;Coleus tryonii hort.;Coleus;tryonii;hort.;;;;;;
15122;Coleus veitchii Dombrain;Coleus;veitchii;Dombrain;;;;;;
15123;Coleus verschaffeltii Lem.;Coleus;verschaffeltii;Lem.;;;;;;
15124;Coleus verschaffeltii Lem. var. marmoratus (W.Bull) André;Coleus;verschaffeltii;Lem.;var;marmoratus;(W. Bull) Andre;;;
15125;Coleus verschaffeltii Lem. var. splendens hort.;Coleus;verschaffeltii;Lem.;var;splendens;hort.;;;
15126;Coleus wilsonii T.Moore;Coleus;wilsonii;T. Moore;;;;;;
15127;Coleus zschokkei Merr.;Coleus;zschokkei;Merr.;;;;;;
15128;Colladonia angustifolia Bertol.;Colladonia;angustifolia;Bertol.;;;;;;
15129;Colletia horrida Willd., nom. illeg.;Colletia;horrida;Willd. , nom. illeg.;;;;;;
15130;Colletia hystrix auct. Fl. Ital., non Clos;Colletia;hystrix;auct. Fl. Ital. , non Clos;;;;;;
